UMAP1,UMAP2,GT,KMeans,DEC,scDCC
-6.877055,0.74458003,Beta,Beta,Beta,Beta
3.8572054,1.0745566,Beta,Delta,Beta,Delta
-7.2663884,0.49172598,Beta,Beta,Beta,Beta
-5.3240895,0.409047,Beta,Beta,Beta,Beta
4.2838917,8.809776,Acinar,Acinar,Acinar,Acinar
8.765384,-1.833602,Alpha,Alpha,Alpha,Alpha
3.4141104,8.798544,Acinar,Acinar,Acinar,Acinar
8.304393,-1.7051859,Alpha,Alpha,Alpha,Alpha
3.1840267,11.879689,Acinar,Ductal,Acinar,Acinar
7.8317494,-3.6401987,Alpha,Alpha,Alpha,Alpha
4.365457,10.501117,Acinar,Acinar,Acinar,Acinar
-6.6949687,-0.53101045,Beta,Beta,Beta,Beta
-6.9282155,-0.38247508,Beta,Beta,Beta,Beta
7.4195147,-3.9353662,Alpha,Alpha,Alpha,Alpha
-7.438019,-0.8613052,Beta,Beta,Beta,Beta
3.5735412,9.117558,Acinar,Acinar,Acinar,Acinar
-8.871105,1.2067635,Beta,Beta,Beta,Beta
3.450996,11.097782,Acinar,Acinar,Acinar,Acinar
8.292258,-2.3767493,Alpha,Alpha,Alpha,Alpha
-7.2479773,-1.5992322,Beta,Beta,Beta,Beta
8.36283,-2.3829346,Alpha,Alpha,Alpha,Alpha
3.208954,11.173807,Acinar,Acinar,Acinar,Acinar
7.686916,-1.515189,Alpha,Alpha,Alpha,Alpha
8.255164,-2.7568688,Alpha,Alpha,Alpha,Alpha
3.502885,3.0717547,Delta,Delta,Beta,Delta
3.620368,10.066321,Acinar,Acinar,Acinar,Acinar
4.2098536,8.936271,Acinar,Acinar,Acinar,Acinar
7.663342,-3.7143412,Alpha,Alpha,Alpha,Alpha
-6.958704,1.0275787,Delta,Delta,Beta,Delta
3.7358878,1.3793038,Delta,Delta,Beta,Delta
3.5538323,1.2071244,Delta,Delta,Alpha,Delta
3.8884299,10.7582655,Acinar,Acinar,Acinar,Acinar
3.7825162,8.6005125,Acinar,Acinar,Acinar,Acinar
3.5879366,9.502332,Acinar,Acinar,Acinar,Acinar
6.454215,-1.4287152,Alpha,Alpha,Alpha,Alpha
-5.7456717,0.82100433,Beta,Beta,Beta,Beta
3.8605878,8.785571,Acinar,Acinar,Acinar,Acinar
4.4729295,8.414876,Acinar,Acinar,Acinar,Acinar
-6.958822,0.7307117,Beta,Beta,Beta,Beta
-7.023548,0.48166066,Beta,Beta,Beta,Beta
2.831529,10.459849,Acinar,Acinar,Acinar,Acinar
8.203523,-3.4806972,Alpha,Alpha,Alpha,Alpha
0.2205167,19.083376,Ductal,Ductal,Ductal,Ductal
7.2812066,-1.8164134,Alpha,Alpha,Alpha,Alpha
-6.260904,0.22625858,Beta,Beta,Beta,Beta
3.0513222,9.316833,Acinar,Acinar,Acinar,Acinar
-7.3427963,-0.24444276,Beta,Beta,Beta,Beta
3.7012153,11.688073,Acinar,Acinar,Acinar,Acinar
4.8329263,9.084972,Acinar,Acinar,Acinar,Acinar
-6.5220075,0.16664962,Beta,Beta,Beta,Beta
4.586736,8.846337,Acinar,Acinar,Acinar,Acinar
3.789647,10.236504,Acinar,Acinar,Acinar,Acinar
3.19069,1.8291221,Delta,Delta,Beta,Delta
2.947414,2.0093553,Delta,Delta,Beta,Delta
-6.5270767,0.23574093,Beta,Beta,Beta,Beta
-7.223699,-0.7001677,Beta,Beta,Beta,Beta
4.44731,9.788471,Acinar,Acinar,Acinar,Acinar
7.830512,-3.8562167,Alpha,Alpha,Alpha,Alpha
7.356819,-4.0166283,Alpha,Alpha,Alpha,Alpha
5.753765,-2.1913028,Beta,Alpha,Alpha,Beta
3.4796424,11.5601425,Acinar,Acinar,Acinar,Acinar
-0.06373194,18.528568,Ductal,Ductal,Acinar,Ductal
-7.28322,1.0860126,Beta,Beta,Beta,Beta
8.696941,-2.3217733,Alpha,Alpha,Alpha,Alpha
-1.1708577,18.456766,Ductal,Ductal,Ductal,Ductal
7.2079887,-4.0423727,Alpha,Alpha,Alpha,Alpha
4.6149344,9.678856,Acinar,Acinar,Acinar,Acinar
15.29076,5.0455103,Stellate,Beta,Stellate,Stellate
7.8393354,-4.3251634,Alpha,Alpha,Alpha,Alpha
-6.369339,0.55667883,Beta,Beta,Beta,Beta
-6.020082,0.28850842,Beta,Beta,Beta,Beta
-6.1809616,0.48571447,Beta,Beta,Beta,Beta
7.6130095,-1.7185917,Alpha,Alpha,Alpha,Alpha
8.317529,-1.5286064,Alpha,Alpha,Alpha,Alpha
3.0248418,10.679051,Acinar,Acinar,Acinar,Acinar
7.3212175,-2.6124868,Alpha,Alpha,Alpha,Alpha
8.152528,-3.8511062,Alpha,Alpha,Alpha,Alpha
-5.164729,-0.21978545,Beta,Beta,Beta,Beta
-5.24666,0.04848445,Beta,Beta,Beta,Beta
8.286313,-3.1108088,Alpha,Alpha,Alpha,Alpha
4.1041865,10.136736,Acinar,Acinar,Acinar,Acinar
-6.7805123,0.15140443,Beta,Beta,Beta,Beta
4.188823,9.690001,Acinar,Acinar,Acinar,Acinar
-1.7477849,17.452953,Ductal,Ductal,Ductal,Ductal
-5.4467854,0.4198879,Beta,Beta,Beta,Beta
-6.017557,-0.2213196,Beta,Beta,Beta,Beta
7.034869,-2.10157,Alpha,Alpha,Alpha,Alpha
8.212448,-3.4501696,Alpha,Alpha,Alpha,Alpha
7.3825274,-2.549129,Alpha,Alpha,Alpha,Alpha
3.0144112,10.267563,Acinar,Acinar,Acinar,Acinar
8.21552,-2.2385352,Alpha,Alpha,Alpha,Alpha
4.574259,8.482237,Acinar,Acinar,Acinar,Acinar
6.914594,-2.7869582,Alpha,Alpha,Alpha,Alpha
-5.0956254,0.037974562,Beta,Beta,Beta,Beta
6.187313,-0.45169964,Beta,Alpha,Alpha,Beta
-7.004341,0.11236231,Beta,Beta,Beta,Beta
-6.046615,0.02645439,Beta,Beta,Beta,Beta
3.1949308,1.0514969,Delta,Delta,Alpha,Delta
15.0510845,5.4220586,Stellate,Beta,Stellate,Stellate
7.8537426,-2.3661025,Alpha,Alpha,Alpha,Alpha
3.307229,9.468499,Acinar,Acinar,Acinar,Acinar
-0.002607675,18.386662,Ductal,Ductal,Ductal,Ductal
8.405542,-1.9310354,Alpha,Alpha,Alpha,Alpha
8.048147,-1.6842251,Alpha,Alpha,Alpha,Alpha
3.9434297,9.592306,Acinar,Acinar,Acinar,Acinar
-6.3937626,0.08422111,Beta,Beta,Beta,Beta
2.5644372,10.523097,Acinar,Acinar,Acinar,Acinar
3.3175702,1.770685,Delta,Delta,Beta,Delta
3.5082574,2.0249991,Delta,Delta,Beta,Delta
7.3341703,-1.0130013,Alpha,Alpha,Alpha,Alpha
3.7012272,1.4594656,Delta,Delta,Beta,Delta
-6.670346,0.97579116,Beta,Beta,Beta,Beta
14.97164,5.792658,Stellate,Beta,Stellate,Stellate
8.582646,-5.2377853,Alpha,Alpha,Alpha,Alpha
-7.2137465,-0.31530097,Beta,Beta,Beta,Beta
3.7293658,10.056038,Acinar,Acinar,Acinar,Acinar
7.1746125,-4.2950473,Alpha,Alpha,Alpha,Alpha
8.523359,-1.7195771,Alpha,Alpha,Alpha,Alpha
3.8173223,9.852935,Acinar,Acinar,Acinar,Acinar
-5.653997,-0.23713294,Beta,Beta,Beta,Beta
-0.0055357907,16.552132,Ductal,Ductal,Ductal,Ductal
7.9044065,-3.8351097,Alpha,Alpha,Alpha,Alpha
8.302884,-3.9078298,Alpha,Alpha,Alpha,Alpha
-6.780322,0.42970717,Beta,Beta,Beta,Beta
0.11223007,18.651793,Ductal,Ductal,Ductal,Ductal
6.2077303,-0.368918,Beta,Alpha,Alpha,Alpha
12.598749,5.7747736,Beta,Beta,Alpha,Beta
7.6424217,-2.01794,Alpha,Alpha,Alpha,Alpha
0.28305957,18.551826,Ductal,Ductal,Ductal,Ductal
7.345143,-2.6145968,Alpha,Alpha,Alpha,Alpha
-5.278327,0.3997087,Beta,Beta,Beta,Beta
8.170447,-1.5116833,Alpha,Alpha,Alpha,Alpha
8.08249,-3.002387,Alpha,Alpha,Alpha,Alpha
7.9734087,-4.150201,Alpha,Alpha,Alpha,Alpha
3.3989882,2.3199453,Delta,Delta,Alpha,Delta
7.591157,-1.788304,Alpha,Alpha,Alpha,Alpha
3.9405334,8.4278,Acinar,Acinar,Acinar,Acinar
4.273409,2.6679428,Delta,Delta,Beta,Delta
4.4814444,9.850747,Acinar,Acinar,Acinar,Acinar
7.7513995,-1.703039,Alpha,Alpha,Alpha,Alpha
-5.1375575,-0.5068409,Beta,Beta,Beta,Beta
0.0861906,18.305649,Ductal,Ductal,Ductal,Ductal
-1.3352935,19.079676,Ductal,Ductal,Ductal,Ductal
2.3476415,10.650092,Acinar,Acinar,Acinar,Acinar
0.1221899,19.066572,Ductal,Ductal,Ductal,Ductal
2.571047,12.677166,Ductal,Ductal,Ductal,Ductal
3.1786637,1.7601646,Delta,Delta,Alpha,Delta
7.7052603,-2.9411647,Alpha,Alpha,Alpha,Alpha
-5.6087084,-0.29999155,Beta,Beta,Beta,Beta
-6.2600703,0.99868494,Beta,Beta,Beta,Beta
3.7190785,2.801604,Delta,Delta,Beta,Delta
8.54601,-3.573262,Alpha,Alpha,Alpha,Alpha
6.0098925,-1.4705323,Beta,Alpha,Alpha,Beta
-6.87833,0.418307,Beta,Beta,Beta,Beta
8.120032,-3.043849,Alpha,Alpha,Alpha,Alpha
6.911813,-2.7154357,Alpha,Alpha,Alpha,Alpha
16.771343,-4.990478,Beta,Beta,Beta,Beta
7.4058,-2.2324483,Alpha,Alpha,Alpha,Alpha
-5.8127847,-0.25993207,Beta,Beta,Beta,Beta
-6.394213,0.9458927,Beta,Beta,Beta,Beta
8.18355,-2.0910203,Alpha,Alpha,Alpha,Alpha
7.6737714,-3.6490676,Alpha,Alpha,Alpha,Alpha
3.7642877,9.2920685,Acinar,Acinar,Acinar,Acinar
-6.2756042,0.5448231,Beta,Beta,Beta,Beta
8.14889,-1.9211875,Alpha,Alpha,Alpha,Alpha
-5.5051255,1.9107736,Beta,Beta,Beta,Beta
3.933746,8.6798725,Acinar,Acinar,Acinar,Acinar
4.4033833,9.0247555,Acinar,Acinar,Acinar,Acinar
8.697308,-1.6721282,Alpha,Alpha,Alpha,Alpha
-5.89545,1.0603153,Beta,Beta,Beta,Beta
6.442996,-2.512981,Alpha,Alpha,Alpha,Alpha
7.5251064,-2.395865,Alpha,Alpha,Alpha,Alpha
8.648464,-2.9178078,Alpha,Alpha,Alpha,Alpha
7.90359,-2.662396,Alpha,Alpha,Alpha,Alpha
0.14624374,18.099049,Ductal,Ductal,Ductal,Ductal
3.30919,3.0710483,Delta,Delta,Beta,Delta
6.6492906,-2.260506,Alpha,Alpha,Alpha,Alpha
0.46209508,18.605434,Ductal,Ductal,Ductal,Ductal
-1.0333724,18.886124,Ductal,Ductal,Ductal,Ductal
-7.556997,0.67410517,Beta,Beta,Beta,Beta
-6.0819063,0.87344325,Beta,Beta,Beta,Beta
-5.6579065,0.32231554,Beta,Beta,Beta,Beta
17.439657,-2.5039122,Stellate,Beta,Stellate,Stellate
-4.904526,0.19616087,Beta,Beta,Beta,Beta
-8.615612,2.2084007,Beta,Beta,Beta,Beta
4.2107997,9.069765,Acinar,Acinar,Acinar,Acinar
6.6305466,-1.6860677,Alpha,Alpha,Alpha,Alpha
7.743812,-2.4964497,Alpha,Alpha,Alpha,Alpha
8.301944,-3.0061233,Alpha,Alpha,Alpha,Alpha
4.228532,8.71062,Acinar,Acinar,Acinar,Acinar
8.704194,-3.115326,Alpha,Alpha,Alpha,Alpha
-6.0257974,-0.23890808,Beta,Beta,Beta,Beta
7.1347084,-4.255887,Alpha,Alpha,Alpha,Alpha
-6.3563666,0.21875316,Beta,Beta,Beta,Beta
8.084719,-1.7936063,Alpha,Alpha,Alpha,Alpha
3.7614148,1.8705713,Delta,Delta,Beta,Delta
4.2925215,9.188638,Acinar,Acinar,Acinar,Acinar
14.648921,5.9570456,Stellate,Beta,Stellate,Stellate
5.039823,9.934107,Acinar,Acinar,Acinar,Acinar
8.032812,-1.0624651,Alpha,Alpha,Alpha,Alpha
-5.2535763,-0.14564928,Beta,Beta,Beta,Beta
15.088688,5.610751,Stellate,Beta,Stellate,Stellate
7.09621,-3.3846767,Alpha,Alpha,Alpha,Alpha
7.879571,-1.8715111,Alpha,Alpha,Alpha,Alpha
9.087237,-2.1184874,Alpha,Alpha,Alpha,Alpha
7.0116253,-1.9662578,Alpha,Alpha,Alpha,Alpha
7.382798,-1.0134515,Alpha,Alpha,Alpha,Alpha
4.847276,9.742624,Acinar,Acinar,Acinar,Acinar
7.2559743,-2.937526,Alpha,Alpha,Alpha,Alpha
3.4721777,8.486463,Acinar,Acinar,Acinar,Acinar
6.7226806,-1.1301094,Beta,Alpha,Alpha,Beta
8.286395,-3.541267,Alpha,Alpha,Alpha,Alpha
-0.25122273,18.889395,Ductal,Ductal,Ductal,Ductal
-6.713501,0.036880508,Beta,Beta,Beta,Beta
7.9361873,-1.7196876,Alpha,Alpha,Alpha,Alpha
3.071331,1.3499602,Delta,Delta,Beta,Delta
-7.2707725,0.0007219861,Beta,Beta,Beta,Beta
15.096956,5.003971,Stellate,Beta,Stellate,Stellate
-0.55288327,18.51174,Ductal,Ductal,Ductal,Ductal
-6.0990567,0.1875199,Beta,Beta,Beta,Beta
7.740943,-2.1808379,Alpha,Alpha,Alpha,Alpha
4.300087,11.26277,Acinar,Acinar,Acinar,Acinar
8.13687,-1.9884058,Alpha,Alpha,Alpha,Alpha
7.7906585,-1.0095186,Alpha,Alpha,Alpha,Alpha
8.491958,-1.6959369,Alpha,Alpha,Alpha,Alpha
4.543264,8.24126,Acinar,Acinar,Acinar,Acinar
7.5614233,-1.4199126,Alpha,Alpha,Alpha,Alpha
2.929249,10.52159,Acinar,Acinar,Acinar,Acinar
14.707362,6.0254426,Stellate,Beta,Stellate,Stellate
6.3560157,-1.2266567,Beta,Alpha,Alpha,Alpha
-5.754284,0.29754996,Beta,Beta,Beta,Beta
-6.097729,0.883042,Beta,Beta,Beta,Beta
-6.9399953,-0.1180863,Beta,Beta,Beta,Beta
14.412893,5.3512974,Stellate,Beta,Stellate,Stellate
3.25989,10.177814,Acinar,Acinar,Acinar,Acinar
7.4569135,-3.4937825,Alpha,Alpha,Alpha,Alpha
0.11922652,17.345522,Ductal,Ductal,Ductal,Ductal
8.440464,-2.2840035,Alpha,Alpha,Alpha,Alpha
-5.4989815,-0.1879329,Beta,Beta,Beta,Beta
-5.5827804,0.13298288,Beta,Beta,Beta,Beta
-6.781266,0.26100573,Beta,Beta,Beta,Beta
7.964608,-1.0466299,Alpha,Alpha,Alpha,Alpha
3.0949082,1.5196483,Delta,Delta,Beta,Delta
6.326693,-0.8319294,Beta,Alpha,Alpha,Beta
-5.499373,-0.24264006,Beta,Beta,Beta,Beta
-5.4134655,-0.039005645,Beta,Beta,Beta,Beta
6.923894,-3.2113583,Alpha,Alpha,Alpha,Beta
-6.10251,0.9166311,Beta,Beta,Beta,Beta
-6.9169097,2.2574604,Beta,Beta,Beta,Beta
5.979876,-1.9901279,Alpha,Alpha,Alpha,Alpha
-6.399828,1.5838585,Beta,Beta,Beta,Beta
4.3112965,8.0532465,Acinar,Acinar,Alpha,Beta
6.823823,-1.6669517,Alpha,Alpha,Alpha,Alpha
8.177277,-4.0117292,Alpha,Alpha,Alpha,Alpha
8.45153,-1.9105167,Alpha,Alpha,Alpha,Alpha
4.2994156,9.081866,Acinar,Acinar,Acinar,Acinar
8.034769,-2.2395358,Alpha,Alpha,Alpha,Alpha
-6.8794737,0.0111792,Beta,Beta,Beta,Beta
4.3731275,9.022143,Acinar,Acinar,Acinar,Acinar
-6.001784,0.88423336,Beta,Beta,Beta,Beta
-6.6307116,-0.31468758,Beta,Beta,Beta,Beta
6.618143,-4.100666,Alpha,Alpha,Alpha,Alpha
2.9833267,1.5872318,Delta,Delta,Beta,Delta
8.494788,-2.7411327,Alpha,Alpha,Alpha,Alpha
7.2022023,-0.99307996,Alpha,Alpha,Alpha,Alpha
6.728795,-1.3371356,Alpha,Alpha,Alpha,Alpha
3.3320117,2.4476542,Delta,Delta,Beta,Delta
-5.4646115,0.6315452,Beta,Beta,Beta,Beta
-0.050279208,18.263872,Ductal,Ductal,Ductal,Ductal
-0.5390392,19.00686,Ductal,Ductal,Ductal,Ductal
-5.1263866,0.31002548,Beta,Beta,Beta,Beta
-0.018727457,18.206299,Ductal,Ductal,Ductal,Ductal
17.413801,-4.7258897,Beta,Beta,Beta,Beta
0.13491483,18.828363,Ductal,Ductal,Ductal,Ductal
8.136756,-2.5058992,Alpha,Alpha,Alpha,Alpha
4.7133164,8.852944,Acinar,Acinar,Acinar,Acinar
4.888585,8.877569,Acinar,Acinar,Acinar,Acinar
7.2670965,-1.8578358,Alpha,Alpha,Alpha,Alpha
7.182549,-1.788911,Alpha,Alpha,Alpha,Alpha
-7.3703656,0.45259142,Beta,Beta,Beta,Beta
7.1742673,-1.9513508,Alpha,Alpha,Alpha,Alpha
8.562654,-1.9908972,Alpha,Alpha,Alpha,Alpha
-7.2329807,1.0999984,Beta,Beta,Beta,Beta
3.5955172,11.252846,Acinar,Acinar,Acinar,Acinar
8.079698,-3.6164293,Alpha,Alpha,Alpha,Alpha
-6.3380513,-0.20534725,Beta,Beta,Beta,Beta
5.9827704,-2.3772104,Alpha,Alpha,Alpha,Alpha
8.247917,-2.2502165,Alpha,Alpha,Alpha,Alpha
6.966674,-3.119474,Alpha,Alpha,Alpha,Alpha
14.893373,4.6602683,Stellate,Beta,Stellate,Stellate
6.5978413,-2.8406022,Alpha,Alpha,Alpha,Alpha
6.287818,-1.0002587,Alpha,Alpha,Alpha,Alpha
3.79934,-1.074599,Gamma,Delta,Alpha,Gamma
-6.9023647,0.32928956,Beta,Beta,Beta,Beta
0.015555605,18.929567,Ductal,Ductal,Ductal,Ductal
-6.3093166,1.3047653,Beta,Beta,Beta,Beta
-7.097833,0.29103473,Beta,Beta,Beta,Beta
8.377665,-1.5259945,Alpha,Alpha,Alpha,Alpha
-0.24834628,18.009302,Ductal,Ductal,Ductal,Ductal
-5.2279882,0.64710337,Beta,Beta,Beta,Beta
5.917196,-3.2464793,Alpha,Alpha,Alpha,Alpha
7.9373384,-4.4650354,Alpha,Alpha,Alpha,Alpha
8.109217,-3.103996,Alpha,Alpha,Alpha,Alpha
7.8764544,-1.5153779,Alpha,Alpha,Alpha,Alpha
8.341391,-1.4474821,Alpha,Alpha,Alpha,Alpha
-0.14462939,18.430202,Ductal,Ductal,Ductal,Ductal
15.210472,5.500484,Stellate,Beta,Stellate,Stellate
8.040426,-2.8270013,Alpha,Alpha,Alpha,Alpha
8.221126,-2.192941,Alpha,Alpha,Alpha,Alpha
2.936141,1.3553646,Delta,Delta,Beta,Delta
-5.2992463,0.44796225,Beta,Beta,Beta,Beta
6.739113,-1.8184978,Alpha,Alpha,Alpha,Alpha
3.6225698,10.590945,Acinar,Acinar,Acinar,Acinar
8.416829,-3.1614325,Alpha,Alpha,Alpha,Alpha
7.729806,-2.8859637,Alpha,Alpha,Alpha,Alpha
-5.8471727,1.6940747,Beta,Beta,Beta,Beta
-1.3855596,18.357342,Ductal,Ductal,Ductal,Ductal
6.838387,-3.0599413,Alpha,Alpha,Alpha,Alpha
2.6725929,1.2766315,Delta,Delta,Beta,Delta
4.0934887,8.984433,Acinar,Acinar,Acinar,Acinar
2.9714684,9.151326,Acinar,Acinar,Acinar,Acinar
-6.093658,0.048418753,Beta,Beta,Beta,Beta
7.683247,-3.3606355,Alpha,Alpha,Alpha,Alpha
7.612076,-1.8638039,Alpha,Alpha,Alpha,Alpha
-0.9437365,18.84501,Ductal,Ductal,Ductal,Ductal
13.017683,-8.272129,Beta,Beta,Beta,Beta
6.7664227,-2.8183343,Alpha,Alpha,Alpha,Alpha
2.7587264,1.2441114,Delta,Delta,Beta,Delta
-5.214923,0.036443707,Beta,Beta,Beta,Beta
8.284345,-2.3748517,Alpha,Alpha,Alpha,Alpha
-6.1003094,0.22747804,Beta,Beta,Beta,Beta
0.035978183,18.528599,Ductal,Ductal,Ductal,Ductal
-1.0384393,18.6379,Ductal,Ductal,Ductal,Ductal
8.013652,-1.6549039,Alpha,Alpha,Alpha,Alpha
8.157094,-2.6694248,Alpha,Alpha,Alpha,Alpha
15.058595,5.3520665,Stellate,Beta,Stellate,Stellate
0.44629073,18.337292,Ductal,Ductal,Ductal,Ductal
17.255705,-4.879757,Beta,Beta,Beta,Beta
4.044997,-0.9582391,Gamma,Delta,Alpha,Gamma
8.264414,-2.440427,Alpha,Alpha,Alpha,Alpha
-5.219537,0.16090178,Beta,Beta,Beta,Beta
4.4427347,9.002419,Acinar,Acinar,Acinar,Acinar
6.8795424,-2.2149186,Alpha,Alpha,Alpha,Alpha
7.696513,-4.3479147,Alpha,Alpha,Alpha,Alpha
7.378891,-3.398572,Alpha,Alpha,Alpha,Alpha
-8.539291,1.3636935,Beta,Beta,Beta,Beta
8.049683,-2.0644357,Alpha,Alpha,Alpha,Alpha
6.148733,-4.1439767,Alpha,Alpha,Alpha,Alpha
4.68142,-2.0357273,Gamma,Delta,Beta,Alpha
-6.6655827,1.0472512,Beta,Beta,Beta,Beta
7.7271333,-2.900903,Alpha,Alpha,Alpha,Alpha
-1.1063143,18.824242,Ductal,Ductal,Ductal,Ductal
-4.9611287,-0.40200096,Beta,Beta,Beta,Beta
-0.5207078,17.86171,Ductal,Ductal,Ductal,Ductal
8.199723,-2.7620974,Alpha,Alpha,Alpha,Alpha
8.192871,-3.0364332,Alpha,Alpha,Alpha,Alpha
17.462378,-5.1163573,Beta,Beta,Beta,Beta
6.603635,-2.7928386,Alpha,Alpha,Alpha,Alpha
6.797864,-2.8828225,Alpha,Alpha,Alpha,Alpha
-7.594445,1.4950881,Beta,Beta,Beta,Beta
15.085572,5.4357967,Stellate,Beta,Stellate,Stellate
8.130725,-2.2564242,Alpha,Alpha,Alpha,Alpha
3.5473034,9.996212,Acinar,Acinar,Acinar,Acinar
7.319606,-4.143421,Alpha,Alpha,Alpha,Alpha
-4.892984,0.14929163,Beta,Beta,Beta,Beta
0.4018521,18.179014,Ductal,Ductal,Ductal,Ductal
4.3081975,8.907924,Acinar,Acinar,Acinar,Acinar
-6.7876472,-0.044301614,Beta,Beta,Beta,Beta
6.4905643,-1.5614291,Alpha,Alpha,Beta,Alpha
-4.783229,0.036690906,Beta,Beta,Beta,Beta
6.9158015,-3.8570044,Alpha,Alpha,Alpha,Alpha
3.3330588,1.1601123,Delta,Delta,Alpha,Delta
3.830899,8.649203,Acinar,Acinar,Acinar,Acinar
6.6795225,-2.7119455,Alpha,Alpha,Alpha,Alpha
-8.076069,1.7805265,Beta,Beta,Beta,Beta
6.5007215,-1.613773,Alpha,Alpha,Alpha,Alpha
0.19263309,18.71947,Ductal,Ductal,Ductal,Ductal
7.4646387,-2.5778556,Alpha,Alpha,Alpha,Alpha
8.234479,-1.5644182,Alpha,Alpha,Alpha,Alpha
-6.742872,1.799371,Beta,Beta,Beta,Beta
7.222545,-1.8978882,Alpha,Alpha,Alpha,Alpha
3.9022524,9.194929,Acinar,Acinar,Acinar,Acinar
4.3485966,8.654057,Acinar,Acinar,Acinar,Acinar
-5.888137,0.3014327,Beta,Beta,Beta,Beta
-6.6101737,0.31770334,Beta,Beta,Beta,Beta
8.6074705,-2.3057103,Alpha,Alpha,Alpha,Alpha
0.31461003,18.392527,Ductal,Ductal,Ductal,Ductal
-0.25069138,17.525587,Ductal,Ductal,Ductal,Ductal
7.4997964,-1.0543808,Alpha,Alpha,Alpha,Alpha
-6.133213,0.9628774,Beta,Beta,Beta,Beta
-0.8247067,19.047777,Ductal,Ductal,Ductal,Ductal
7.4530964,-1.7306082,Alpha,Alpha,Alpha,Alpha
12.971627,-8.276341,Beta,Beta,Beta,Beta
-0.5690206,18.335915,Ductal,Ductal,Ductal,Ductal
4.1704087,8.907125,Acinar,Acinar,Acinar,Acinar
-6.6348577,1.2527903,Beta,Beta,Beta,Beta
4.461039,9.412492,Acinar,Acinar,Acinar,Acinar
-5.472026,1.1039059,Beta,Beta,Beta,Beta
-1.0272831,18.35306,Ductal,Ductal,Ductal,Ductal
4.3811927,-0.9123095,Gamma,Delta,Alpha,Gamma
-0.6946545,18.646494,Ductal,Ductal,Ductal,Ductal
6.1600814,-4.474941,Alpha,Alpha,Alpha,Alpha
8.424191,-1.8515981,Alpha,Alpha,Alpha,Alpha
-0.42487726,18.493225,Ductal,Ductal,Ductal,Ductal
7.6688967,-2.3419836,Alpha,Alpha,Alpha,Alpha
8.194302,-3.7392273,Alpha,Alpha,Alpha,Alpha
3.071049,1.2405682,Delta,Delta,Beta,Delta
0.018137826,17.901737,Ductal,Ductal,Ductal,Ductal
4.7269692,8.936974,Acinar,Acinar,Acinar,Acinar
8.2466135,-1.6170983,Alpha,Alpha,Alpha,Alpha
6.925743,-2.5306985,Alpha,Alpha,Alpha,Alpha
7.000885,-1.7322379,Alpha,Alpha,Alpha,Alpha
-0.96396667,18.494974,Ductal,Ductal,Ductal,Ductal
-0.7126852,18.632578,Ductal,Ductal,Ductal,Ductal
-0.10951696,18.82323,Ductal,Ductal,Ductal,Ductal
0.03500905,17.840422,Ductal,Ductal,Ductal,Ductal
3.9626565,9.520668,Acinar,Acinar,Acinar,Acinar
6.691218,-1.4652827,Alpha,Alpha,Alpha,Alpha
7.5300913,-2.7452254,Alpha,Alpha,Alpha,Alpha
3.196167,2.1939619,Delta,Delta,Beta,Delta
3.4768934,2.2757213,Delta,Delta,Beta,Delta
6.103485,-1.6451101,Alpha,Alpha,Alpha,Alpha
7.989138,-3.7058764,Alpha,Alpha,Alpha,Alpha
-0.5650164,17.642544,Ductal,Ductal,Ductal,Ductal
3.4782183,9.6488085,Acinar,Acinar,Acinar,Acinar
7.26494,-3.8972802,Alpha,Alpha,Alpha,Alpha
8.255587,-2.5212462,Alpha,Alpha,Alpha,Alpha
-6.076117,-0.36237243,Beta,Beta,Beta,Beta
8.437992,-3.2828584,Alpha,Alpha,Alpha,Alpha
14.450501,5.6772704,Stellate,Beta,Stellate,Stellate
-1.1114041,17.954151,Ductal,Ductal,Ductal,Ductal
-5.6407495,0.00021026532,Beta,Alpha,Alpha,Beta
15.075625,4.8721004,Stellate,Beta,Stellate,Stellate
8.081017,-2.8968697,Alpha,Alpha,Alpha,Alpha
4.252189,8.216906,Acinar,Acinar,Acinar,Acinar
0.099578425,18.243614,Ductal,Ductal,Ductal,Ductal
7.8444195,-1.9809903,Alpha,Alpha,Alpha,Alpha
6.5803146,-2.70218,Alpha,Alpha,Alpha,Alpha
7.026046,-3.8536522,Alpha,Alpha,Alpha,Alpha
3.855589,9.265225,Acinar,Acinar,Acinar,Acinar
15.044709,4.9012184,Stellate,Beta,Stellate,Stellate
17.52444,-3.207238,Beta,Beta,Stellate,Beta
-5.135917,0.5989534,Beta,Beta,Beta,Beta
7.107082,-3.2327514,Alpha,Alpha,Alpha,Alpha
-0.03626256,19.018446,Ductal,Ductal,Ductal,Ductal
7.920561,-2.7985222,Alpha,Alpha,Alpha,Alpha
-5.9573383,0.56622636,Beta,Beta,Beta,Beta
7.8786635,-3.4376903,Alpha,Alpha,Alpha,Alpha
7.277548,-4.158249,Alpha,Alpha,Alpha,Alpha
13.182895,5.934529,Beta,Beta,Stellate,Beta
-0.90369415,17.44592,Ductal,Ductal,Ductal,Ductal
0.3226196,18.611732,Ductal,Ductal,Ductal,Ductal
6.388101,-2.814642,Alpha,Alpha,Alpha,Alpha
7.7432218,-3.853489,Alpha,Alpha,Alpha,Alpha
4.761832,8.860645,Acinar,Acinar,Acinar,Acinar
4.9974127,9.239296,Acinar,Acinar,Acinar,Acinar
